headline,date,sentiment
Sony World Photography Awards 2022: National Award winners from around the world,"Feb 8, 2022",neutral
Exploring African identity with ‘Ndebele Superhero’ Zana Masombuka,"Feb 8, 2022",neutral
Cliffhanger: Photos of US golfer Jordan Spieth hitting the most ‘nerve-wracking shot’ of his life,"Feb 7, 2022",neutral
"Snap recovers from Apple privacy changes, shares surge 50%","Feb 4, 2022",positive
In photos: Harry Styles’ fashion evolution,"Feb 1, 2022",neutral
Apple Music trolls Spotify by calling itself ‘the home of Neil Young’,"Jan 28, 2022",neutral
Apple posted record holiday quarter sales despite supply constraints,"Jan 28, 2022",positive
Apple is back on top in smartphone sales worldwide after a record win in China,"Jan 27, 2022",positive
How wearable tech is helping athletes reach the next level,"Jan 26, 2022",positive
"Apple CEO Tim Cook allegedly threatened, stalked","Jan 26, 2022",negative
The latest on the coronavirus pandemic and the Omicron variant,"Jan 23, 2022",neutral
The latest on the coronavirus pandemic and the Omicron variant,"Jan 22, 2022",neutral
The latest on the coronavirus pandemic and the Omicron variant,"Jan 22, 2022",neutral
Desert snows in Saudi Arabia,"Jan 20, 2022",neutral
Amazon is opening a clothing store next to Nordstrom and JC Penney,"Jan 20, 2022",neutral
Amazon is jumping into the in-store shopping apparel game,"Jan 20, 2022",neutral
Remote cameras document Oman’s rare Arabian leopards,"Jan 20, 2022",neutral
The Japanese castles you should visit,"Jan 20, 2022",neutral
Women report being secretly tracked by Apple AirTags,"Jan 17, 2022",negative
Apple to require employee proof of Covid-19 booster,"Jan 16, 2022",neutral
Restoring old homes in Japan,"Jan 12, 2022",neutral
Kate at 40: How the Duchess of Cambridge’s style evolved from youthful sparkle to timeless elegance,"Jan 10, 2022",neutral
Big Tech could brush off rate hikes. Startups may struggle,"Jan 7, 2022",neutral
Classic BlackBerry phones are officially defunct. Watch CNN's reporting on the company from 2006,"Jan 4, 2022",neutral
Apple’s warp-speed journey to $3 trillion,"Jan 4, 2022",positive
Apple has become the world’s first $3 trillion company,"Jan 3, 2022",positive
Apple becomes world's first $3 trillion company,"Jan 3, 2022",positive
